,id,title,all
906,109443,Anchorman 2: The Legend Continues,adam mckay will ferrell steve carell paul rudd christina applegate comedy journalism mustache tv news newsroom gang warfare aftercreditsstinger news spoof tv news anchor
907,2022,Mr. Deeds,steven brill adam sandler winona ryder john turturro allen covert comedy romance love letter new hampshire ferrari liar city country contrast inheritance billionaire new york city kindness fable apple tree corporate take over chrysler building
908,37686,Super 8,j.j. abrams joel courtney elle fanning riley griffiths kyle chandler thriller science fiction mystery 1970s secret alien train crash pistol firecracker duringcreditsstinger
909,462,Erin Brockovich,steven soderbergh julia roberts albert finney aaron eckhart marg helgenberger drama biography based on true story single mother water pollution environmental law
910,9919,How to Lose a Guy in 10 Days,donald petrie kate hudson matthew mcconaughey kathryn hahn annie parisse comedy romance new york bet journalist therapist advertising expert relationship
911,187017,22 Jump Street,phil lord jonah hill channing tatum dave franco ice cube crime comedy action high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger
912,628,Interview with the Vampire,neil jordan brad pitt tom cruise kirsten dunst antonio banderas horror romance paris san francisco vampire plantation pity bite fang vamp
913,10201,Yes Man,peyton reed jim carrey zooey deschanel rhys darby sasha alexander comedy bungee-jump scooter
914,302699,Central Intelligence,rawson marshall thurber dwayne johnson kevin hart amy ryan aaron paul action comedy spy cia espionage high school reunion reference to facebook accountant
915,9441,Stepmom,chris columbus julia roberts susan sarandon ed harris jena malone drama romance divorce rebellious daughter freeze frame custody school play photo shoot
916,274167,Daddy's Home,sean anders will ferrell mark wahlberg linda cardellini thomas haden church comedy daddys home
917,224141,Into the Woods,rob marshall meryl streep emily blunt james corden anna kendrick fantasy comedy music witch cinderella prince fairy tale musical princess sondheim curse based on stage musical beanstalk duringcreditsstinger red riding hood
918,388,Inside Man,spike lee denzel washington clive owen jodie foster christopher plummer crime drama thriller bank manager kidnapping nazi background document ultimatum court case heist financial transactions
919,2112,Payback,brian helgeland mel gibson kris kristofferson gregg henry maria bello drama action thriller crime new york heroin money criminal
920,10329,Congo,frank marshall laura linney dylan walsh ernie hudson tim curry action adventure drama mystery science fiction thriller gorilla kongo diamond mine diamond
921,74465,We Bought a Zoo,cameron crowe matt damon scarlett johansson thomas haden church colin ford drama comedy family zoo
922,13811,Knowing,alex proyas nicolas cage rose byrne chandler canterbury ben mendelsohn action adventure drama mystery science fiction thriller cataclysm code suspense end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news
923,6877,Failure to Launch,tom dey matthew mcconaughey sarah jessica parker zooey deschanel justin bartha comedy hotel mom romantic comedy lying living with parents pretend relationship
924,10320,The Ring Two,hideo nakata naomi watts simon baker elizabeth perkins david dorfman drama horror thriller nun based on novel bath tub nightmare son sequel remake vision good vs evil woman reporter mental institution videotape evil child
925,50646,"Crazy, Stupid, Love.",glenn ficarra steve carell julianne moore ryan gosling emma stone comedy drama romance soulmates midlife crisis marriage crisis womanizer law school crazy relationship
926,8920,Garfield,peter hewitt bill murray breckin meyer jennifer love hewitt stephen tobolowsky animation comedy family competition moderator lasagne garfield
927,13673,Christmas with the Kranks,joe roth tim allen jamie lee curtis dan aykroyd m. emmet walsh comedy family holiday christmas
928,60308,Moneyball,bennett miller brad pitt jonah hill philip seymour hoffman robin wright drama underdog based on novel baseball teamwork sport partner meeting oakland california strategy voice over statistics
929,6950,Outbreak,wolfgang petersen dustin hoffman rene russo morgan freeman kevin spacey action drama science fiction thriller river general research army serum monkey epidemic medical research
930,225574,Non-Stop,jaume collet-serra liam neeson julianne moore scoot mcnairy michelle dockery action thriller mystery airplane conspiracy airplane crash cell phone hijack one night mystery killer
931,13836,Race to Witch Mountain,andy fickman dwayne johnson annasophia robb alexander ludwig carla gugino adventure family fantasy science fiction thriller action spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernatural power mountain
932,752,V for Vendetta,james mcteigue natalie portman hugo weaving stephen rea stephen fry action thriller fantasy detective vatican fascism satanism fascist dystopia government chancellor revenge personification of satan torture hatred masked vigilante catholicism catholic priest catholic guilt jesuit vengeful spirit activist irish catholic vengeful jesuit priest gnosticism occultism
933,6038,Shanghai Knights,david dobkin jackie chan owen wilson fann wong aaron taylor-johnson action adventure comedy western london england indian territory emperor revenge murder arrow duringcreditsstinger imperial seal
934,9975,Curious George,matthew o'callaghan will ferrell drew barrymore david cross eugene levy adventure animation comedy family museum product placement balloon jungle monkey family prediction cargo ship curiosity
935,11451,Herbie Fully Loaded,angela robinson lindsay lohan michael keaton matt dillon breckin meyer comedy family adventure fantasy romance car race victory car nascar woman director
936,12103,Don't Say a Word,gary fleder michael douglas sean bean brittany murphy skye mccole bartusiak thriller cemetery diamant suspense psychiatrist killer
937,60304,Hansel & Gretel: Witch Hunters,tommy wirkola jeremy renner gemma arterton famke janssen pihla viitala fantasy horror action witch black magic steampunk good vs evil troll extreme violence violence witchcraft evil witch hunt witch hunter evil witch duringcreditsstinger hansel and gretel guns 3d
938,2251,Unfaithful,adrian lyne richard gere diane lane olivier martinez erik per sullivan thriller drama adultery infidelity eroticism literature lover new york city erotic thriller
939,46529,I Am Number Four,d.j. caruso alex pettyfer timothy olyphant teresa palmer dianna agron action thriller science fiction adventure secret identity alien teenage boy teenage hero alien teenager interspecies romance based on young adult novel superpowers
940,231,Syriana,stephen gaghan george clooney matt damon jeffrey wright chris cooper drama thriller anti terror bomb assassination middle east lebanon cia capitalism globalization loss of son persia war against terror energy policy petrol
941,300671,13 Hours: The Secret Soldiers of Benghazi,michael bay james badge dale john krasinski max martini pablo schreiber action drama history thriller war based on novel assault rifle mercenary libya biography based on true story heroism explosion american abroad death 21st century cia agent u.s. ambassador
942,228326,The Book of Life,jorge r. gutierrez diego luna channing tatum zoe saldana christina applegate romance animation adventure comedy family fantasy love triangle afterlife day of the dead bullfighting
943,9754,Firewall,richard loncraine harrison ford paul bettany virginia madsen carly schroeder thriller bank technology blackmail hacker seattle computer hacker firewall
944,66,Absolute Power,clint eastwood clint eastwood gene hackman ed harris scott glenn crime drama thriller corruption assassination washington d.c. rape white house usa president daughter government suspense secret service secret service agent
945,4421,G.I. Jane,ridley scott demi moore viggo mortensen anne bancroft jason beghe action drama poem middle east helicopter satellite navy sexism war army sexual harassment navy seal feminist soldier commando mental health drill instructor military u.s. military army base reconnaissance sexual discrimination
946,2649,The Game,david fincher michael douglas sean penn deborah kara unger james rebhorn drama thriller mystery brother brother relationship birthday danger of life birthday party surprising
947,588,Silent Hill,christophe gans radha mitchell sean bean laurie holden deborah kara unger horror mystery monster mother role burning of witches fog suffering darkness sadism supernatural revenge surrealism gore survival good vs evil blood another dimension torture creature violence demon witch burning based on video game dismemberment religious fanatic ghost town sleepwalking
948,10393,The Replacements,howard deutch keanu reeves gene hackman brooke langton orlando jones comedy american football strike sport coach misfit american football player
949,71552,American Reunion,jon hurwitz jason biggs alyson hannigan seann william scott chris klein comedy wife husband relationship sequel family reunion masturbation scat high school reunion quitting a job milf duringcreditsstinger
950,9631,The Negotiator,f. gary gray samuel l. jackson kevin spacey david morse ron rifkin action adventure crime drama mystery thriller corruption hostage pension innocence police hostage-taking murder suspense conspiracy bullet wound negotiator
951,216282,Into the Storm,steven quale richard armitage sarah wayne callies matt walsh nathan kress action thriller tornado student found footage disaster movie
952,306,Beverly Hills Cop III,john landis eddie murphy judge reinhold héctor elizondo gilbert r. hill action comedy crime detective undercover security camera carousel  investigation weapon sequel rescue counterfeit shootout dirty cop gunfight los angeles explosion violence foot chase framed car chase secret service amusement park roller coaster beverly hills buddy comedy
953,928,Gremlins 2: The New Batch,joe dante zach galligan phoebe cates john glover robert prosky comedy horror fantasy new york monster skyscraper mutant restaurant human animal relationship mutation tv station dying and death water research station fur bat current electric shock cleverness gremlin cowardliness
954,205587,The Judge,david dobkin robert duvall robert downey jr. vera farmiga vincent d'onofrio drama father son relationship judge lawyer
955,6623,The Peacemaker,mimi leder george clooney nicole kidman marcel iureș goran visnjic action thriller helicopter terrorist nuclear missile bridge train crash train woman director
956,1577,Resident Evil: Apocalypse,alexander witt milla jovovich sienna guillory oded fehr thomas kretschmann horror action science fiction martial arts mutant dystopia rescue conspiracy evil corporation zombie based on video game
957,9801,Bridget Jones: The Edge of Reason,beeban kidron renée zellweger hugh grant colin firth jim broadbent comedy romance london england lovesickness thailand clumsy fellow to drop brick capture woman director
958,2116,Out of Time,carl franklin denzel washington eva mendes sanaa lathan john billingsley thriller crime drama miami florida double murder divorce
959,9624,On Deadly Ground,steven seagal steven seagal michael caine joan chen john c. mcginley action thriller fight inuit petrol company alaska enviromental
960,14199,The Adventures of Sharkboy and Lavagirl,robert rodriguez taylor lautner taylor dooley cayden boyd david arquette adventure family science fiction imaginary friend outcast
961,1907,The Beach,danny boyle leonardo dicaprio guillaume canet tilda swinton virginie ledoyen drama adventure romance thriller hippie exotic island beach map group dynamics shark attack leader thailand community backpacker delusion marijuana youth shark extramarital affair
962,4599,Raising Helen,garry marshall kate hudson john corbett joan cusack hayden panettiere drama comedy romance new york pastor world of fasion loss of parents mannequin fashion designer family relationships
963,22832,Ninja Assassin,james mcteigue rain naomie harris sung kang randall duk kim action crime thriller assassination assassin ninja fighter revenge ninja ninjutsu
964,10390,For Love of the Game,sam raimi kevin costner kelly preston john c. reilly jena malone drama romance baseball trainer career legend training sport
965,9879,Striptease,andrew bergman demi moore burt reynolds armand assante ving rhames drama thriller crime blackmail strip club striptease police u.s. congress
966,38579,Marmaduke,tom dey owen wilson emma stone george lopez christopher mintz-plasse family comedy 
967,44603,Hereafter,clint eastwood matt damon bryce dallas howard george mclaren thierry neuvic drama fantasy 
968,11892,Murder by Numbers,barbet schroeder sandra bullock ben chaplin ryan gosling michael pitt crime drama thriller detective secret fbi homicide evidence nerd vice intellectual high school partner murder rich forensic
969,9691,Assassins,richard donner sylvester stallone antonio banderas julianne moore anatoli davydov action adventure crime thriller competition assassination cia bank cat mexican standoff seattle hitman mission of murder hidden camera rivalry rescue shootout police chase sniper rifle silencer double cross caribbean detroit michigan
970,1248,Hannibal Rising,peter webber gaspard ulliel aaran thomas gong li dominic west crime drama thriller winter psychopath horror serial killer
971,12220,The Story of Us,rob reiner bruce willis michelle pfeiffer rob reiner colleen rennison comedy drama romance love of one's life therapist psychology wedding relationship divorce
972,72710,The Host,andrew niccol saoirse ronan diane kruger jake abel william hurt action adventure romance science fiction thriller based on novel mass murder dystopia genocide alien invasion duringcreditsstinger interspecies romance alien parasites
973,10782,Basic,john mctiernan john travolta connie nielsen samuel l. jackson giovanni ribisi action drama mystery thriller crime drug addiction military court panama military service court ranger supreme court lager military crime
974,9573,Blood Work,clint eastwood clint eastwood jeff daniels anjelica huston wanda de jesus crime drama mystery thriller houseboat heart investigation police ex-cop suspense heart transplant fbi profiler
975,4959,The International,tom tykwer clive owen naomi watts armin mueller-stahl ulrich thomsen drama thriller crime duringcreditsstinger
976,10061,Escape from L.A.,john carpenter kurt russell stacy keach steve buscemi pam grier action adventure science fiction thriller prison usa president earthquake dystopia attempt to escape los angeles reluctant hero
977,10386,The Iron Giant,brad bird eli marienthal jennifer aniston vin diesel christopher mcdonald adventure animation family fantasy science fiction cold war friendship giant robot sitting on a toilet fear of unknown 1950s laxative
978,421,The Life Aquatic with Steve Zissou,wes anderson bill murray anjelica huston cate blanchett willem dafoe adventure comedy drama ocean film making loss of mother cynic red cap ship
979,316152,Free State of Jones,gary ross matthew mcconaughey gugu mbatha-raw mahershala ali keri russell war action drama history thriller slavery american civil war
980,11615,The Life of David Gale,alan parker kevin spacey kate winslet laura linney gabriel mann drama thriller crime prison journalist texas professor death penalty death row interview murder reporter intern innocent activist
981,13498,Man of the House,stephen herek tommy lee jones cedric the entertainer christina milian paula garcés comedy action 
982,241554,Run All Night,jaume collet-serra liam neeson ed harris joel kinnaman boyd holbrook action crime drama mystery thriller hitman revenge murder on the run mobster
983,2252,Eastern Promises,david cronenberg naomi watts viggo mortensen vincent cassel armin mueller-stahl thriller crime mystery london england gay male nudity female nudity father son relationship sex jealousy underworld undercover hitman russian diary human trafficking midwife murder mother daughter relationship orphan gangster motorcycle bathhouse
984,11968,Into the Blue,john stockwell paul walker jessica alba scott caan ashley scott action thriller adventure crime diving cocaine shipwreck sailing airplane wrack
985,10047,The Messenger: The Story of Joan of Arc,luc besson milla jovovich dustin hoffman faye dunaway john malkovich adventure drama action history war schizophrenia france rape siege biography orléans charles vii. false history joan of arc religious delusions
986,38319,Your Highness,david gordon green danny mcbride james franco natalie portman zooey deschanel comedy kidnapping traitor virgin prince princess revenge minotaur knight dragon wedding king sword and sorcery
987,69668,Dream House,jim sheridan daniel craig naomi watts rachel weisz marton csokas drama thriller mystery house fire extension ladder last day on job
988,9770,Mad City,costa-gavras john travolta dustin hoffman mia kirshner alan alda action drama thriller journalist museum hostage drama independent film
989,11212,Baby's Day Out,patrick read johnson joe mantegna lara flynn boyle joe pantoliano brian haley action adventure comedy family baby hoodlum lost child
990,10533,The Scarlet Letter,roland joffé demi moore gary oldman robert duvall robert prosky drama history romance based on novel burning of witches puritan pregnancy period drama extramarital affair
991,38363,Fair Game,doug liman naomi watts sean penn ty burrell brooke smith drama thriller cia nuclear scientist iraq politician duringcreditsstinger
992,9923,Domino,tony scott keira knightley mickey rourke edgar ramírez delroy lindo action crime bounty hunter fbi weapon spectacle
993,11863,Jade,william friedkin david caruso linda fiorentino chazz palminteri michael biehn action thriller mystery romance callgirl san francisco investigation murder
994,18501,Gamer,brian taylor gerard butler michael c. hall logan lerman amber valletta action thriller science fiction dystopia mind control gun battle wrongful imprisonment dystopic future wrongful conviction online gaming
995,109491,Beautiful Creatures,richard lagravenese alden ehrenreich alice englert jeremy irons viola davis fantasy drama romance civil war southern usa magic light dark class prejudice casters based on young adult novel
996,9275,Death to Smoochy,danny devito robin williams catherine keener edward norton danny devito comedy crime drama thriller corruption moderator tv show success irish mob duringcreditsstinger
997,329833,Zoolander 2,ben stiller ben stiller owen wilson will ferrell penélope cruz comedy stupidity sequel fashion male model fashion model modeling
998,12634,The Big Bounce,george armitage owen wilson morgan freeman gary sinise sara foster comedy crime hotel robbery based on novel judge hawaii blackmail seduction yacht waterfall delinquency safe stolen money deception skinny dipping cell phone double cross beach house elmore leonard scheming yellow bikini
999,10416,What Planet Are You From?,mike nichols garry shandling annette bening john goodman greg kinnear comedy drama romance science fiction noises alien life-form erection neue frau alien reproduction
1000,47327,Drive Angry,patrick lussier nicolas cage amber heard william fichtner billy burke fantasy thriller action crime bone car explosion premarital sex satanic cult driver's license finger gun backhand slap car jump man punching a woman magic trick
1001,15268,Street Fighter: The Legend of Chun-Li,andrzej bartkowiak kristin kreuk chris klein neal mcdonough michael clarke duncan action adventure science fiction thriller martial arts revenge street fighter based on video game
1002,10796,The One,james wong jet li jason statham carla gugino delroy lindo action science fiction thriller dual identity
1003,9548,The Adventures of Ford Fairlane,renny harlin andrew dice clay wayne newton priscilla presley morris day action comedy thriller crime mystery rock and roll show business rock star heavy metal murder private detective
1004,18947,The Boat That Rocked,richard curtis tom sturridge philip seymour hoffman rhys ifans bill nighy drama comedy great britain musical rock pirate radio swinging 60s
1005,1900,Traffic,steven soderbergh michael douglas benicio del toro jacob vargas tomás milián thriller drama crime usa war on drugs drug traffic drug dealer drug smuggle addicted police operation united states–mexico barrier addiction drug lord
1006,89,Indiana Jones and the Last Crusade,steven spielberg harrison ford sean connery denholm elliott alison doody adventure action saving the world venice holy grail library riddle father son relationship whip treasure nazis entrapment crusader treasure hunt escape panzer order of the templars archaeologist indiana jones archeology 
1007,96724,Anna Karenina,joe wright keira knightley jude law aaron taylor-johnson kelly macdonald drama romance based on novel st. petersburg russia high society imperial russia tragic death 19th century
1008,198184,Chappie,neill blomkamp sharlto copley dev patel ninja yolandi visser crime action science fiction artificial intelligence android robot near future robot cop
1009,9481,The Bone Collector,phillip noyce denzel washington angelina jolie queen latifah michael rooker drama mystery thriller crime paraplegic investigation psychopath
1010,4547,Panic Room,david fincher jodie foster kristen stewart forest whitaker dwight yoakam crime drama thriller burglar bunker housebreaking safe money
1011,53953,The Tooth Fairy,chuck bowman lochlyn munro chandra west steve bacic jianna ballard horror gore slasher single mother tooth fairy woodchipper
1012,6415,Three Kings,david o. russell george clooney mark wahlberg ice cube spike jonze action adventure comedy gold gulf war three kings iraq kuwait rescue interracial relationship treasure map soldier u.s. soldier gold theft persian gulf emergency surgery mine field
1013,181283,Child 44,daniel espinosa tom hardy gary oldman noomi rapace joel kinnaman crime thriller based on novel soviet union russian murder serial killer military child murder stalinism 1950s
1014,9896,Rat Race,jerry zucker cuba gooding jr. seth green whoopi goldberg breckin meyer adventure comedy casino running preisgeld millionaire road movie
1015,167,K-PAX,iain softley jeff bridges kevin spacey mary mccormack alfre woodard drama science fiction robbery dream hypnosis investigation murder alien hospital planet patient medication psychiatrist science claim doubt mental help
1016,11232,Kate & Leopold,james mangold meg ryan hugh jackman liev schreiber breckin meyer comedy fantasy romance science fiction lover (female) love of one's life time travel kiss past secret love fish out of water
1017,1636,Bedazzled,harold ramis elizabeth hurley brendan fraser frances o'connor orlando jones fantasy comedy romance love of one's life mephisto wish sale of soul pact with the devil teuflisch
1018,2148,The Cotton Club,francis ford coppola richard gere gregory hines diane lane lonette mckee music drama crime romance jazz jazz musician musical mafia
1019,5176,3:10 to Yuma,james mangold russell crowe christian bale logan lerman dallas roberts western saloon hero liberation of prisoners transport of prisoners wilderness dying and death race against time railway car stetson rivalry gang gunfight crime family psychological dishonesty heroic mission righting the wronged chases and races parents and children mind and soul
1020,260346,Taken 3,olivier megaton liam neeson forest whitaker maggie grace famke janssen thriller action revenge murder on the run fugitive framed father daughter relationship framed for murder
1021,1389,Out of Sight,steven soderbergh george clooney jennifer lopez ving rhames don cheadle romance comedy crime journalist bedroom purse trunk elmore leonard
1022,9894,The Cable Guy,ben stiller jim carrey matthew broderick leslie mann jack black comedy drama thriller prison prostitute karaoke dark comedy cable guy
1023,7504,Earth,deepa mehta aamir khan nandita das maia sethna kitu gidwani drama based on novel war of independence period drama woman director partition 1940s lahore
1024,8592,Dick Tracy,warren beatty warren beatty al pacino madonna charlie korsmo adventure action comedy thriller crime corruption crime fighter gangster boss investigation based on comic strip policeman
1025,913,The Thomas Crown Affair,john mctiernan pierce brosnan rene russo denis leary ben gazzara drama crime romance martinique claude monet famous painting glider insurance agent missing painting stolen painting valuable painting rich people
1026,11091,Riding in Cars with Boys,penny marshall drew barrymore steve zahn adam garcia brittany murphy comedy drama romance baby becoming an adult puberty dream drug addiction wife unwillingly pregnant writer youth marriage problems woman director
1027,1368,First Blood,ted kotcheff sylvester stallone richard crenna brian dennehy bill mckinney action adventure thriller war prison vietnam veteran falsely accused police brutality sheriff guerrilla submachine gun gun destroy self-defense vietnam vietnam war prosecution dying and death village and town police operation attempt to escape matter of life and death survivor tramp national guard weapon firearm police escape
1028,593,Solaris,andrei tarkovsky donatas banionis natalya bondarchuk jüri järvet anatoliy solonitsyn drama science fiction adventure mystery 1970s loss of sense of reality extraterrestrial technology subconsciousness russian hallucination space travel astronaut soviet
1029,5393,Happily N'Ever After,yvette kaplan george carlin andy dick sarah michelle gellar lisa kaplan animation comedy family fantasy science fiction dwarves cinderella wolf bad mother-in-law prince fairy tale little red riding hood step mother wizardry princess sleeping beauty rumpelstilzchen good and bad intern woman director
1030,9095,Mary Reilly,stephen frears julia roberts john malkovich george cole michael gambon drama horror thriller romance servant monster laboratory jekyll and hyde housemaid 19th century
1031,8874,My Best Friend's Wedding,p.j. hogan julia roberts dermot mulroney cameron diaz rupert everett comedy romance karaoke marriage proposal new love love of one's life kiss man-woman relation secret love wedding
1032,11467,America's Sweethearts,joe roth julia roberts billy crystal catherine zeta-jones john cusack comedy romance film business film producer wife husband relationship fictitious marriage married couple marriage crisis
1033,320,Insomnia,christopher nolan al pacino robin williams hilary swank maura tierney crime mystery thriller detective confession fbi homicide blackmail suspect love murder los angeles teenager neo-noir
1034,199,Star Trek: First Contact,jonathan frakes patrick stewart jonathan frakes brent spiner levar burton science fiction action adventure thriller federation starfleet borg enterprise-e cyborg montana resistance inventor repayment obsession business start-up space opera
1035,20533,Jonah Hex,jimmy hayward josh brolin john malkovich megan fox michael fassbender action western drama fantasy thriller gunslinger usa dc comics hell facial scar death confederate tomahawk
1036,10684,Courage Under Fire,edward zwick denzel washington meg ryan lou diamond phillips matt damon drama thriller mystery war gulf war pilot u.s. army praise rescue mission dead soldier tank medal
1037,1624,Liar Liar,tom shadyac jim carrey maura tierney cary elwes jennifer tilly comedy california workaholic birthday lie pregnancy and birth wish 1990s
1038,325789,The Infiltrator,brad furman bryan cranston diane kruger john leguizamo daniel mays crime drama thriller undercover biography drug drug lord
1039,113464,Inchon,terence young laurence olivier jacqueline bisset ben gazzara toshirō mifune drama history war 
1040,888,The Flintstones,brian levant john goodman elizabeth perkins rick moranis rosie o'donnell fantasy comedy family manager jealousy bad mother-in-law adoption family's daily life stone age plan friendship best friend dinosaur
1041,82675,Taken 2,olivier megaton liam neeson maggie grace famke janssen rade serbedzija action crime thriller kidnapping turkey police chase bag over head violence fbi agent teenage daughter stealing a car ex-husband ex-wife relationship albanian u.s. embassy killed in an elevator security guard killed
1042,4256,Scary Movie 3,david zucker pamela anderson jenny mccarthy marny eng charlie sheen comedy horror spoof
1043,1493,Miss Congeniality,donald petrie sandra bullock benjamin bratt michael caine candice bergen comedy crime action undercover agent beauty contest terrorism
1044,88751,Journey to the Center of the Earth,eric brevig brendan fraser josh hutcherson anita briem seth meyers action science fiction adventure comedy family volcano prehistoric dinosaur prehistoric creature 3d
1045,11130,The Princess Diaries 2: Royal Engagement,garry marshall anne hathaway julie andrews héctor elizondo john rhys-davies comedy drama family romance coronation duty marriage falling in love
1046,9944,The Pelican Brief,alan j. pakula julia roberts denzel washington sam shepard william atherton drama mystery thriller crime judge professor mission of murder supreme court
1047,10731,The Client,joel schumacher susan sarandon tommy lee jones mary-louise parker anthony lapaglia drama thriller crime mystery suicide brother brother relationship witness protection principal witness  brother investigation search for witnesses lawyer gangster
1048,7350,The Bucket List,rob reiner jack nicholson morgan freeman sean hayes beverly todd drama comedy africa himalaya brain tumor wife husband relationship sense of life male friendship safari dying and death wish journey round the world terminal illness billionaire father daughter relationship estranged father elderly bucket list taj mahal
1049,9869,Patriot Games,phillip noyce harrison ford anne archer patrick bergin thora birch drama action thriller crime assassination assassin repayment ira jack ryan
1050,4379,Monster-in-Law,robert luketic jennifer lopez jane fonda michael vartan wanda sykes romance comedy bad mother-in-law surgeon dogsitter falling in love
1051,146233,Prisoners,denis villeneuve hugh jackman jake gyllenhaal paul dano maria bello drama thriller crime pennsylvania kidnapping maze vigilante rural setting candlelight vigil
1052,2034,Training Day,antoine fuqua denzel washington ethan hawke scott glenn tom berenger action crime drama thriller police brutality war on drugs drug traffic drug dealer los angeles gang member mexican american barrio cholo
1053,926,Galaxy Quest,dean parisot tim allen sigourney weaver alan rickman tony shalhoub comedy family science fiction space battle spaceship spoof fictional tv show
1054,4248,Scary Movie 2,keenen ivory wayans anna faris marlon wayans james debello shawn wayans comedy sex exorcism secret door
1055,64328,The Muppets,james bobin amy adams jason segel emily blunt john krasinski comedy family music musical the muppets robot oil tycoon studio tour duringcreditsstinger
1056,36647,Blade,stephen norrington wesley snipes stephen dorff kris kristofferson n'bushe wright horror action suicide hero vampire bite fistfight supernatural vampire hunter superhero rivalry tragic hero good vs evil one man army extreme violence martial arts master scientist violence disarming someone blade machine gun english subtitles in original hypodermic needle microscope secret headquarters bullet dodging bullet time kicked in the groin x rayed skeleton mouth guard escapade imaginary deadly master warrior supernatural ability fang vamp
1057,7214,Coach Carter,thomas carter samuel l. jackson rob brown robert ri'chard rick gonzalez drama black people autoritian education sport high school scholarship basketball violence in schools teacher teachers and students
1058,1537,Changing Lanes,roger michell ben affleck samuel l. jackson kim staunton toni collette action adventure crime thriller new york custody battle suspense lawyer
1059,9360,Anaconda,luis llosa jennifer lopez ice cube jon voight eric stoltz adventure horror thriller amazon jungle anaconda film crew killer snake river boat amazon river animal horror
1060,6282,Coyote Ugly,david mcnally piper perabo adam garcia john goodman izabella miko comedy bar musical beautiful woman
1061,508,Love Actually,richard curtis keira knightley heike makatsch emma thompson laura linney comedy romance drama london england male nudity female nudity love at first sight usa president marseille office christmas party marriage proposal bars and restaurants press conference language barrier prime minister rock star tv show metal detector war on terror school performance multiple storylines
1062,9487,A Bug's Life,andrew stanton kevin spacey julia louis-dreyfus hayden panettiere phyllis diller adventure animation comedy family winter fight ant invention collector ant-hill kids and family grass duringcreditsstinger
1063,768,From Hell,albert hughes johnny depp heather graham ian holm robbie coltrane horror mystery thriller loss of family drug addiction jack the ripper
1064,2636,The Specialist,luis llosa sylvester stallone sharon stone james woods rod steiger action thriller explosive revenge explosives expert
1065,10478,Tin Cup,ron shelton kevin costner don johnson cheech marin george perez comedy drama romance lover (female) golf man-woman relation sport woman between two men
1066,27983,"Yours, Mine and Ours",melville shavelson lucille ball henry fonda van johnson tom bosley comedy drama family nurse widow children parent sibling
1067,9981,Kicking & Screaming,jesse dylan will ferrell robert duvall kate walsh musetta vander romance comedy family father son relationship generations confilct sport amateur soccer soccer coach
1068,7453,The Hitchhiker's Guide to the Galaxy,garth jennings martin freeman zooey deschanel sam rockwell yasiin bey adventure comedy family science fiction bureaucracy england dolphin android based on novel chase space travel galaxy spaceship alien stop motion survival hitchhiker robot alien invasion everyman hyperspace meaning of life based on radio show alien attack bathrobe destruction of earth intergalactic travel islington england talking robot
1069,15045,Fat Albert,joel zwick kenan thompson shedrack anderson iii jermaine williams keith robinson comedy drama family 
1070,7737,Resident Evil: Extinction,russell mulcahy milla jovovich oded fehr ali larter iain glen horror action science fiction clone mutant post-apocalyptic dystopia conspiracy evil corporation zombie based on video game
1071,232672,Blended,frank coraci drew barrymore adam sandler wendi mclendon-covey bella thorne comedy africa blind date relationship family vacation family
1072,17379,Last Holiday,wayne wang queen latifah ll cool j timothy hutton giancarlo esposito adventure comedy drama 
1073,8987,The River Wild,curtis hanson meryl streep david strathairn kevin bacon benjamin bratt action adventure crime thriller river robber boston bank robber marriage crisis hostage-taking rafting criminal white water rafting
1074,11359,The Indian in the Cupboard,frank oz hal scardino litefoot lindsay crouse richard jenkins adventure family fantasy cupboard games puppet parallel world toy comes to life
1075,82525,Savages,oliver stone blake lively taylor kitsch aaron taylor-johnson benicio del toro crime drama thriller widow american abroad eye gouging dea agent shot in the shoulder gun in mouth filmed killing southern california improvised explosive device surrogate daughter shot in the throat laguna beach california enforcer gardner skull mask dea
1076,9759,Cellular,david r. ellis chris evans kim basinger jason statham jessica biel action adventure crime thriller bank mobile phone telephone weapon police duringcreditsstinger
1077,9486,Johnny English,peter howitt rowan atkinson john malkovich natalie imbruglia tasha de vasconcelos adventure action comedy spy hero queen intelligence coronation funeral secret agent queen elisabeth ii weapon spoof explosion agent pen duringcreditsstinger
1078,9906,The Ant Bully,john a. davis julia roberts meryl streep nicolas cage paul giamatti fantasy adventure animation comedy family ant child hero shrinking ant-hill children
1079,841,Dune,david lynch kyle maclachlan francesca annis leonardo cimino brad dourif action science fiction adventure prophecy witch monster telepathy atomic bomb space marine emperor mutation insurgence space travel guild duke water chosen one dystopia jihad spice war messiah denunciation
1080,4688,Across the Universe,julie taymor evan rachel wood jim sturgess joe anderson dana fuchs adventure drama music romance riot protest musical music cultural difference university fantasy sequence anti war police arrest march woman director 1960s
1081,4148,Revolutionary Road,sam mendes leonardo dicaprio kate winslet michael shannon kathryn hahn drama romance adultery jealousy infidelity career marriage crisis connecticut
1082,2207,16 Blocks,richard donner bruce willis yasiin bey david morse jenna stern action adventure crime thriller mission of murder male bonding doing the right thing people change
